num	mean	min	q25	q50	q75	max
452	36	2	35	36	40	41
453	37	24	35	37	41	41
454	35	2	34	37	39	40
455	35	2	34	36	40	41
456	36	27	35	35	39	41
457	36	2	35	36	40	41
458	36	24	34	37	40	41
459	35	18	33	37	39	41
460	38	2	38	40	41	41
461	33	18	31	35	38	40
462	37	2	35	39	41	41
463	34	8	30	37	40	41
464	32	2	29	35	38	41
465	36	25	34	36	40	41
466	37	2	37	40	41	41
467	38	28	36	39	41	41
468	34	2	31	35	38	40
469	37	2	35	39	41	41
470	35	10	31	36	39	41
471	34	14	33	35	38	40
472	30	2	28	32	35	40
473	38	2	36	40	41	41
474	38	20	37	40	41	41
475	37	2	36	39	41	41
476	38	26	36	39	41	41
477	36	2	36	38	39	40
478	37	29	35	39	40	41
479	36	16	35	37	40	41
480	37	2	35	39	41	41
481	37	2	35	39	41	41
482	29	8	27	31	34	38
483	38	29	36	39	41	41
484	30	2	26	31	35	40
485	25	2	2	32	37	40
486	34	2	33	35	39	41
487	36	29	34	37	39	41
488	35	2	34	38	39	40
489	35	2	34	35	38	41
490	34	2	33	36	39	40
491	35	2	34	35	40	41
492	33	7	31	34	37	40
493	37	2	35	38	41	41
494	38	34	37	40	41	41
495	22	2	2	24	35	41
496	31	6	30	33	35	40
497	35	2	34	36	39	40
498	37	27	35	38	40	41
499	34	2	33	35	40	41
500	35	2	34	40	41	41
501	33	19	31	34	38	41
502	37	2	35	39	40	41
503	33	13	32	34	37	40
504	31	2	29	34	37	41
505	32	7	29	34	38	41
506	36	2	35	38	40	41
507	35	24	34	35	37	41
508	31	2	32	35	39	41
509	37	30	35	39	41	41
510	33	2	31	35	38	41
511	39	29	38	40	41	41
512	33	2	32	35	39	40
513	37	2	36	39	41	41
514	35	15	33	35	39	41
515	38	2	37	40	41	41
516	39	34	37	40	41	41
517	37	2	35	37	41	41
518	35	20	34	37	39	41
519	34	15	34	35	38	41
520	38	2	35	40	41	41
521	35	19	34	36	38	41
522	37	25	36	39	40	41
523	34	2	32	35	39	40
524	37	25	35	38	40	41
525	35	2	34	35	39	41
526	33	2	30	35	38	41
527	37	27	35	39	40	41
528	38	2	37	40	41	41
529	31	7	28	33	36	40
530	35	24	32	35	38	40
531	31	2	29	33	36	40
532	29	7	27	31	35	40
533	34	2	32	35	39	41
534	36	26	34	37	39	41
535	38	2	37	39	41	41
536	36	8	34	37	39	41
537	32	2	31	33	35	40
538	26	2	24	30	34	39
539	32	2	32	35	38	41
540	36	29	34	37	39	41
541	32	2	31	34	36	40
542	37	33	35	38	41	41
543	35	2	34	35	40	41
544	35	25	33	36	38	40
545	30	2	26	34	39	41
546	36	29	34	38	40	41
547	37	2	35	39	41	41
548	38	27	35	39	41	41
549	37	2	36	39	41	41
550	23	2	2	31	36	40
551	36	2	35	35	40	41
552	37	31	36	38	40	41
553	30	2	27	33	38	40
554	38	30	36	39	41	41
555	35	2	33	35	41	41
556	31	2	29	33	37	41
557	38	32	35	39	41	41
558	31	2	28	32	37	40
559	37	27	35	39	40	41
560	35	2	34	37	40	40
561	34	14	32	35	38	41
562	38	2	37	40	41	41
563	38	31	36	39	41	41
564	38	2	37	40	41	41
565	37	27	35	38	41	41
566	38	2	37	40	41	41
567	36	24	34	36	39	41
568	36	2	34	36	41	41
569	37	24	35	39	41	41
570	38	2	37	40	41	41
571	27	2	24	34	36	40
572	38	31	37	40	41	41
573	29	2	30	37	39	40
574	38	30	36	40	41	41
575	34	2	35	39	40	41
576	32	6	30	33	35	41
577	34	2	33	35	38	41
578	37	25	35	38	40	41
579	35	2	35	37	40	41
580	27	2	24	30	34	36
581	37	28	35	39	41	41
582	35	2	34	35	40	40
583	38	29	37	40	41	41
584	26	2	18	29	39	41
585	37	19	35	38	41	41
586	34	2	34	35	38	41
587	38	31	37	39	41	41
588	35	2	33	37	41	41
589	37	2	36	40	41	41
590	37	23	35	39	40	41
591	37	2	35	39	40	41
592	38	29	35	39	41	41
593	37	2	36	38	40	41
594	35	15	33	35	39	41
595	36	2	35	37	40	41
596	38	31	36	40	41	41
597	35	25	34	35	39	41
598	35	2	34	37	39	40
599	37	19	35	37	41	41
600	35	2	34	37	39	40
601	36	25	34	37	39	40
602	35	2	34	37	39	41
603	33	7	31	35	39	40
604	36	2	34	37	40	41
605	37	2	35	39	41	41
606	35	23	33	37	39	41
607	37	2	36	40	41	41
608	37	31	35	39	40	41
609	31	2	26	35	38	40
610	36	19	34	37	40	40
611	36	30	34	37	40	41
612	36	2	35	38	40	41
613	37	2	35	39	40	41
614	38	34	37	39	41	41
615	37	2	35	39	41	41
616	38	31	35	39	41	41
617	35	2	34	35	38	41
618	24	2	13	29	35	40
619	35	2	35	37	39	40
620	37	32	35	36	40	41
621	37	2	36	39	41	41
622	33	20	31	34	36	40
623	35	2	34	34	39	40
624	37	25	35	38	40	41
625	32	5	31	34	35	40
626	36	2	35	38	40	41
627	38	31	36	39	41	41
628	36	2	34	39	41	41
629	37	23	35	39	40	41
630	29	2	27	32	35	40
631	37	29	35	39	41	41
632	37	2	37	39	40	41
633	35	20	33	35	38	41
634	37	2	35	39	41	41
635	34	6	32	35	37	40
636	36	2	36	39	40	41
637	29	7	27	30	35	39
638	38	30	36	40	41	41
639	34	2	33	35	39	40
640	36	2	35	36	40	41
641	34	2	32	36	38	41
642	35	15	33	35	39	41
643	37	2	35	39	40	41
644	35	15	33	35	40	41
645	32	2	30	34	38	40
646	30	7	29	33	35	40
647	24	2	16	31	35	40
648	38	31	37	39	41	41
649	30	2	27	32	34	41
650	35	25	34	35	38	41
651	36	2	35	38	40	41
652	37	33	35	37	40	41
653	31	2	29	34	37	40
654	32	15	29	34	36	41
655	28	2	26	34	37	40
656	35	15	33	35	39	41
657	31	2	32	35	40	41
658	24	2	13	30	35	39
659	36	2	35	37	40	41
660	34	20	32	35	38	41
661	28	2	25	32	35	40
662	31	2	29	35	37	40
663	37	27	35	39	41	41
664	37	2	35	40	41	41
665	37	32	35	37	41	41
666	31	2	29	33	38	40
667	37	29	35	37	40	41
668	30	2	31	35	37	41
669	33	7	33	34	36	40
670	36	2	35	36	40	41
671	33	2	30	35	38	40
672	33	2	32	34	37	40
673	36	20	34	37	39	41
674	35	2	34	37	39	40
675	37	26	35	38	40	41
676	33	2	32	34	37	40
677	36	26	34	37	39	41
678	32	2	30	36	39	40
679	37	31	35	37	40	41
680	32	2	30	34	37	40
681	35	20	33	36	39	41
682	38	30	37	40	41	41
683	31	2	29	32	36	40
684	37	30	35	38	41	41
685	31	2	28	34	37	41
686	38	34	37	40	41	41
687	36	2	35	35	39	41
688	32	2	31	34	37	40
689	34	2	33	35	39	41
690	32	15	30	33	35	40
691	35	2	34	38	40	41
692	24	2	18	29	32	40
693	32	2	30	34	37	40
694	33	8	32	35	38	40
695	33	2	31	34	38	40
696	31	2	30	36	39	41
697	37	18	36	39	41	41
698	37	2	35	39	41	41
699	38	31	35	39	41	41
700	35	2	35	35	40	41
701	32	7	30	33	38	40
702	33	2	32	37	40	40
703	33	17	31	33	37	39
704	35	2	34	38	39	40
705	38	34	37	39	41	41
706	33	2	31	37	40	41
707	38	33	37	40	41	41
708	35	2	34	38	40	41
709	34	7	34	35	38	40
710	29	2	25	32	35	41
711	36	26	34	36	38	41
712	29	2	28	34	38	41
713	39	34	37	40	41	41
714	38	32	35	39	41	41
715	26	2	18	34	37	40
716	37	30	36	39	40	41
717	38	30	36	39	41	41
718	36	2	36	39	40	41
719	38	30	35	40	41	41
720	34	2	34	36	39	41
721	37	27	35	36	40	41
722	32	2	32	36	40	41
723	39	31	38	40	41	41
724	33	7	31	35	38	41
725	34	2	32	35	38	41
726	36	24	34	35	39	41
727	38	32	35	39	41	41
728	30	2	29	33	36	40
729	38	31	35	39	41	41
730	36	20	35	37	41	41
731	32	7	29	34	38	40
732	39	30	39	40	41	41
733	35	12	33	35	40	41
734	32	12	30	33	37	40
735	36	24	34	37	40	41
736	34	20	33	35	38	41
737	37	26	35	38	40	41
738	33	5	30	35	38	41
739	35	17	33	35	39	41
740	37	2	36	39	40	41
741	30	7	27	33	37	41
742	33	2	32	35	39	41
743	36	25	35	37	39	41
744	34	21	33	35	37	40
745	27	2	25	30	34	38
746	33	7	30	36	39	40
747	34	2	32	36	38	40
748	38	31	38	40	41	41
749	35	23	33	35	38	41
750	35	18	32	36	39	40
751	37	26	35	39	40	41
752	36	23	34	35	40	41
753	32	7	30	34	36	39
754	35	20	34	36	39	41
755	34	11	32	36	38	40
756	36	28	35	38	39	41
757	33	2	31	35	38	41
758	36	25	34	35	39	41
759	34	7	31	35	38	40
760	34	23	32	35	37	41
761	37	31	35	37	41	41
762	33	2	33	35	35	40
763	38	31	37	40	41	41
764	36	23	35	36	39	41
765	33	18	31	34	36	40
766	32	7	30	33	36	40
767	33	18	31	34	38	40
768	36	27	35	36	40	41
769	33	7	31	35	38	41
770	37	29	35	37	40	41
771	33	18	31	35	38	41
772	37	18	35	38	40	41
773	30	7	27	33	36	40
774	38	25	36	39	41	41
775	36	24	35	37	40	41
776	33	2	31	34	37	41
777	30	2	30	34	37	41
778	31	9	28	32	36	40
779	37	26	35	39	40	41
780	36	30	35	37	39	41
781	37	20	35	39	40	41
782	36	28	34	38	39	41
783	32	17	30	33	37	41
784	39	30	37	40	41	41
785	36	24	34	35	39	41
786	35	18	34	35	40	41
787	36	2	35	38	39	41
788	37	2	36	39	41	41
789	30	9	29	32	36	40
790	31	2	28	33	35	40
791	24	2	7	30	36	39
792	39	34	38	40	41	41
793	30	2	28	32	35	40
794	31	6	30	33	35	40
795	37	25	35	38	40	41
796	38	26	37	39	41	41
797	33	7	31	35	38	41
798	36	23	35	35	39	41
799	37	7	35	38	40	41
800	34	23	33	35	37	41
801	35	2	34	37	39	40
802	37	30	34	37	41	41
803	33	7	31	34	37	41
804	36	25	35	37	39	41
805	38	34	36	39	41	41
806	38	29	36	39	40	41
807	35	30	35	35	37	41
808	35	2	34	37	40	41
809	37	30	35	39	41	41
810	39	33	37	40	41	41
811	36	15	34	37	40	41
812	35	2	34	37	39	41
813	36	32	35	35	37	41
814	33	12	30	34	37	41
815	35	24	34	36	38	41
816	39	34	37	41	41	41
817	38	30	36	39	41	41
818	38	31	37	39	41	41
819	33	10	30	35	38	40
820	38	31	35	40	41	41
821	35	25	34	35	37	41
822	37	29	34	39	41	41
823	35	20	33	37	39	41
824	39	33	37	40	41	41
825	38	31	37	39	40	41
826	38	33	37	40	41	41
827	24	2	2	34	36	41
828	37	30	35	38	40	41
829	37	20	35	39	41	41
830	37	13	35	38	40	41
831	38	28	36	39	41	41
832	37	2	35	39	41	41
833	36	23	35	37	40	41
834	38	2	37	41	41	41
835	35	7	34	36	39	40
836	30	2	28	33	35	40
837	36	26	34	37	40	41
838	35	19	34	36	39	41
839	33	2	33	35	37	41
840	37	8	36	39	41	41
841	35	19	33	35	39	41
842	36	26	35	38	39	41
843	36	27	35	37	40	41
844	38	33	35	39	41	41
845	31	8	29	32	35	40
846	38	33	35	39	41	41
847	38	33	35	39	41	41
848	30	2	34	40	41	41
849	35	20	34	35	38	41
850	37	34	35	37	41	41
851	29	7	27	31	34	40
852	37	27	35	39	40	41
853	37	28	35	38	40	41
854	26	2	2	36	40	41
855	36	25	34	38	40	41
856	39	32	38	40	41	41
857	35	23	34	36	39	41
858	35	20	33	35	39	41
859	31	6	28	33	36	40
860	38	2	37	40	41	41
861	37	31	35	37	39	41
862	36	18	35	37	40	41
863	38	33	35	40	41	41
864	36	31	35	35	39	41
865	37	25	35	39	40	41
866	37	18	36	39	41	41
867	36	27	33	35	40	41
868	38	24	37	40	41	41
869	37	30	35	37	40	41
870	37	20	35	37	40	41
871	37	28	35	37	41	41
872	38	34	35	39	41	41
873	36	26	34	37	39	40
874	38	32	37	39	40	41
875	31	7	29	33	35	40
876	37	29	36	38	40	41
877	36	25	34	36	40	41
878	37	29	35	38	40	41
879	34	2	33	37	39	41
880	38	32	35	39	41	41
881	33	21	32	34	36	40
882	37	31	35	37	40	41
883	31	2	33	37	40	41
884	25	2	24	30	35	40
885	35	25	32	36	40	41
886	36	30	35	35	40	41
887	35	25	34	36	39	40
888	37	28	36	39	40	41
889	37	33	35	38	41	41
890	35	25	33	36	38	41
891	37	33	35	37	40	41
892	30	5	26	33	35	40
893	33	8	31	35	37	40
894	28	6	25	31	35	39
895	36	2	34	38	40	41
896	29	2	24	31	36	40
897	36	25	34	36	39	41
898	36	22	34	37	38	40
899	32	5	30	34	37	40
900	37	34	35	37	39	41
901	38	30	36	39	40	41
902	37	30	36	39	40	41
903	37	33	35	37	40	41
904	38	27	35	39	40	41
905	39	34	37	40	41	41
906	33	8	30	35	38	40
907	39	34	37	40	41	41
908	31	2	28	34	38	41
909	37	31	35	37	40	41
910	35	20	34	35	39	41
911	35	7	33	36	39	41
912	35	20	33	35	38	41
913	36	25	34	39	40	41
914	28	7	25	31	33	40
915	38	30	35	39	41	41
916	37	27	35	37	41	41
917	35	25	31	37	39	40
918	36	18	34	37	39	41
919	35	18	34	36	38	41
920	36	31	35	35	39	41
921	39	33	39	40	41	41
922	37	27	35	39	41	41
923	36	25	34	38	40	41
924	36	2	35	35	40	41
925	37	25	35	38	40	41
926	38	30	36	40	41	41
927	38	33	35	39	41	41
928	33	2	31	35	39	41
929	38	33	37	39	41	41
930	31	7	27	34	37	41
931	22	2	2	29	33	39
932	37	20	35	39	41	41
933	37	32	35	39	41	41
934	38	26	37	40	41	41
935	38	34	37	40	41	41
936	35	28	34	36	39	41
937	33	7	31	35	38	41
938	31	9	29	33	37	40
939	36	2	35	38	40	41
940	37	33	35	39	40	41
941	37	26	36	38	40	41
942	35	2	34	37	39	41
943	37	15	35	39	41	41
944	38	33	37	40	41	41
945	37	2	35	39	41	41
946	35	23	34	35	39	41
947	37	31	35	38	40	41
948	36	2	35	39	40	41
949	37	30	35	39	41	41
950	36	20	34	35	39	41
951	37	26	35	38	40	41
952	31	5	29	34	38	41
953	35	18	33	36	38	41
954	37	22	35	37	41	41
955	38	32	36	39	41	41
956	34	12	32	35	38	40
957	34	5	33	35	39	41
958	38	29	37	40	41	41
959	36	29	35	35	40	41
960	37	27	35	38	40	41
961	34	19	33	35	38	40
962	30	6	28	32	35	39
963	34	2	34	35	37	41
964	36	2	35	35	40	41
965	30	7	29	32	35	39
966	38	28	36	39	40	41
967	36	20	34	36	39	41
968	37	27	35	37	41	41
969	37	32	35	39	41	41
970	37	34	35	38	41	41
971	37	25	35	38	40	41
972	37	33	35	37	41	41
973	33	2	31	35	37	41
974	33	20	31	34	37	40
975	36	11	35	38	39	41
976	35	5	33	37	41	41
977	35	20	34	37	40	41
978	33	7	32	35	38	41
979	39	34	38	40	41	41
980	36	20	35	37	40	41
981	35	21	34	36	38	40
982	29	2	27	32	37	40
983	32	2	31	34	35	41
984	34	30	34	35	35	37
985	29	6	26	32	34	40
986	36	25	34	37	39	41
987	37	28	35	38	40	40
988	36	27	35	37	39	40
989	38	31	36	39	41	41
990	36	18	34	37	40	41
991	33	17	31	34	37	40
992	38	31	37	39	41	41
993	28	5	26	31	33	40
994	39	31	37	40	41	41
995	36	25	35	38	40	41
996	38	20	35	40	41	41
997	39	34	38	40	41	41
998	37	27	35	37	41	41
999	36	23	34	35	40	41
1000	38	31	37	39	41	41
1001	36	27	35	35	39	41
1002	38	31	35	39	41	41
1003	34	15	33	35	38	41
1004	36	24	34	36	40	41
1005	36	30	35	35	39	41
1006	36	18	34	36	39	41
1007	38	34	37	40	41	41
1008	20	2	2	29	34	38
1009	37	30	35	37	40	41
1010	35	15	32	36	39	41
1011	36	34	35	35	39	41
1012	37	33	35	39	40	41
1013	37	27	35	38	40	41
1014	34	18	32	35	38	41
1015	37	2	36	39	40	40
1016	36	20	34	37	40	41
1017	37	17	35	37	41	41
1018	36	2	35	36	40	41
1019	37	27	35	39	41	41
1020	33	21	30	34	37	40
1021	38	31	37	40	41	41
1022	32	2	29	34	38	40
1023	32	7	30	34	36	40
1024	36	5	35	39	41	41
1025	38	34	35	39	41	41
1026	38	33	35	39	40	41
1027	38	34	36	40	41	41
1028	37	29	35	38	40	41
1029	37	6	35	39	41	41
1030	36	7	35	37	41	41
1031	37	24	35	38	40	41
1032	30	2	29	33	38	40
1033	35	11	33	35	40	41
1034	35	24	33	36	39	41
1035	32	7	29	34	38	40
1036	33	8	31	34	37	40
1037	30	2	28	32	34	40
1038	31	2	32	35	35	41
1039	32	17	30	33	36	40
1040	38	33	35	39	41	41
1041	38	33	35	39	41	41
1042	37	24	35	38	41	41
1043	37	26	35	38	39	41
1044	36	19	34	35	40	41
1045	24	2	21	28	33	38
1046	36	24	34	35	40	41
1047	38	29	36	39	41	41
1048	38	29	37	40	41	41
1049	36	24	34	37	40	41
1050	35	6	33	36	38	41
1051	36	20	34	39	41	41
1052	37	23	36	39	40	41
1053	36	7	33	38	40	41
1054	35	26	34	35	38	41
1055	35	19	34	36	40	41
1056	32	7	30	34	38	40
1057	38	33	35	39	41	41
1058	37	28	35	39	41	41
1059	36	18	35	36	40	41
1060	34	7	31	35	38	40
1061	21	2	2	28	34	40
1062	23	2	8	28	33	38
1063	31	2	30	33	35	40
1064	37	25	35	37	41	41
1065	34	21	32	34	37	40
1066	34	17	33	35	39	41
1067	33	16	33	34	36	40
1068	35	18	34	36	38	40
1069	37	27	35	39	40	41
1070	32	2	30	33	37	41
1071	38	31	36	40	41	41
1072	36	11	34	37	40	41
1073	27	2	24	30	34	40
1074	36	25	35	36	40	41
1075	32	7	30	34	37	40
1076	32	2	31	34	37	41
1077	28	2	25	34	37	40
1078	39	34	39	41	41	41
1079	36	15	34	35	41	41
1080	35	23	34	35	39	41
1081	37	27	35	38	39	41
1082	37	31	36	38	40	41
1083	35	18	34	35	40	41
1084	38	30	37	39	41	41
1085	35	18	33	37	39	41
1086	34	10	29	37	41	41
1087	35	20	34	35	37	41
1088	39	32	38	40	41	41
1089	37	22	35	38	40	41
1090	30	7	28	32	34	39
1091	39	31	38	40	41	41
1092	37	27	35	39	41	41
1093	38	24	35	40	41	41
1094	32	2	29	33	37	40
1095	38	23	35	39	41	41
1096	37	23	36	39	40	41
1097	37	33	35	38	41	41
1098	35	7	34	36	40	41
1099	35	23	33	35	39	41
1100	29	2	27	35	38	41
1101	37	26	35	38	41	41
1102	36	25	34	37	40	40
1103	29	2	29	35	38	40
1104	38	33	37	39	41	41
1105	36	7	33	37	40	41
1106	36	23	34	37	39	40
1107	36	8	34	37	39	41
1108	33	21	31	34	35	41
1109	38	31	37	39	41	41
1110	37	31	36	39	40	41
1111	37	11	35	39	41	41
1112	34	17	33	35	37	40
1113	36	22	35	37	40	41
1114	33	7	30	34	37	40
1115	38	32	37	40	41	41
1116	25	2	20	29	32	40
1117	37	28	35	38	40	41
1118	37	25	35	37	41	41
1119	38	26	35	40	41	41
1120	34	17	32	35	39	41
1121	34	2	34	35	38	41
1122	36	23	35	35	40	41
1123	36	26	35	35	38	41
1124	37	16	34	39	41	41
1125	37	27	35	37	40	41
1126	38	26	37	39	41	41
1127	38	29	37	39	40	41
1128	32	2	30	33	37	40
1129	36	27	34	36	39	41
1130	38	31	35	39	41	41
1131	38	25	37	39	41	41
1132	32	5	32	34	36	40
1133	33	2	33	35	37	40
1134	33	10	30	35	38	41
1135	38	34	37	39	41	41
1136	38	28	36	40	41	41
1137	35	17	33	35	39	41
1138	38	30	36	39	41	41
1139	39	33	37	41	41	41
1140	36	26	34	38	39	41
1141	30	2	26	35	39	41
1142	38	33	37	39	41	41
1143	35	24	34	35	37	41
1144	38	29	37	40	41	41
1145	37	19	35	38	40	41
1146	35	20	34	35	39	41
1147	37	30	35	36	41	41
1148	38	31	35	39	41	41
1149	37	32	35	37	40	41
1150	35	2	34	38	40	41
1151	37	25	36	39	41	41
1152	37	29	36	38	40	41
1153	38	31	36	39	41	41
1154	36	27	34	36	40	41
1155	35	26	34	35	37	40
1156	38	32	35	39	41	41
1157	33	8	31	35	37	40
1158	37	26	36	38	40	41
1159	37	27	35	37	40	41
1160	37	29	36	38	40	41
1161	37	13	35	39	41	41
1162	36	26	34	37	40	41
1163	37	28	34	37	40	41
1164	30	2	26	32	37	40
1165	38	27	37	40	41	41
1166	37	20	35	39	40	41
1167	36	31	35	37	40	41
1168	34	15	33	35	35	41
1169	39	34	37	41	41	41
1170	38	2	37	40	41	41
1171	38	31	36	39	40	41
1172	36	30	35	37	38	41
1173	36	24	34	36	39	40
1174	32	9	30	33	37	40
1175	32	10	30	33	35	40
1176	37	33	35	37	40	41
1177	33	5	30	34	39	41
1178	32	17	31	34	35	41
1179	37	29	35	37	40	41
1180	37	25	35	37	40	41
1181	37	29	35	37	40	41
1182	36	24	34	37	39	41
1183	27	7	23	30	34	40
1184	38	26	36	40	41	41
1185	38	34	37	40	41	41
1186	37	26	34	38	40	41
1187	31	2	30	33	37	40
1188	38	32	37	40	41	41
1189	36	24	35	37	40	41
1190	37	33	35	39	41	41
1191	36	2	35	38	40	41
1192	30	8	27	33	37	40
1193	38	33	36	40	41	41
1194	31	2	29	33	38	40
1195	37	30	35	39	41	41
1196	32	2	31	35	38	40
1197	35	18	34	35	37	41
1198	29	7	26	31	35	40
1199	37	33	35	38	40	41
1200	36	24	35	38	40	41
1201	34	2	34	38	40	41
1202	37	27	35	39	41	41
1203	27	2	2	36	40	41
1204	34	7	33	35	38	41
1205	35	25	34	36	38	41
1206	33	2	31	34	38	40
1207	31	7	29	33	37	40
1208	36	20	34	37	40	41
1209	35	22	34	35	38	41
1210	36	28	35	37	39	41
1211	31	2	31	35	39	41
1212	38	2	37	40	41	41
1213	30	2	29	33	36	39
1214	38	28	37	39	41	41
1215	37	31	36	38	40	41
1216	28	2	24	33	37	41
1217	37	24	35	38	40	41
1218	38	34	37	40	41	41
1219	33	17	32	34	37	40
1220	36	25	35	37	39	40
1221	38	31	36	39	41	41
1222	38	31	36	39	41	41
1223	32	2	30	35	39	40
1224	33	7	33	35	35	41
1225	37	25	35	39	40	41
1226	36	7	34	39	40	41
1227	35	17	33	36	38	40
1228	28	2	24	33	37	41
1229	37	25	35	38	40	41
1230	38	34	37	40	41	41
1231	38	2	37	40	41	41
1232	27	2	24	32	35	39
1233	39	33	39	40	41	41
1234	39	31	38	40	41	41
1235	36	25	35	37	40	41
1236	37	34	35	37	41	41
1237	37	20	35	38	40	41
1238	37	32	35	38	40	41
1239	35	27	33	37	39	41
1240	36	19	35	37	40	41
1241	32	7	32	34	35	41
1242	35	15	33	35	39	41
1243	37	33	35	39	41	41
1244	30	2	30	33	34	40
1245	38	31	37	40	40	41
1246	25	2	21	30	34	39
1247	37	30	35	39	41	41
1248	37	27	34	38	40	41
1249	34	7	32	35	38	40
1250	37	20	35	39	41	41
1251	37	25	36	39	40	41
1252	28	2	26	30	35	40
1253	38	33	37	40	41	41
1254	33	2	29	33	39	41
1255	37	2	35	39	41	41
1256	28	6	25	30	33	38
1257	32	10	29	34	36	40
1258	28	2	26	30	35	39
1259	38	31	37	39	41	41
1260	36	26	35	37	39	41
1261	38	33	37	39	41	41
1262	37	26	35	37	40	41
1263	37	26	35	38	40	41
1264	38	32	35	39	41	41
1265	38	31	35	39	41	41
1266	37	31	35	39	41	41
1267	36	25	35	37	39	41
1268	35	27	33	35	38	41
1269	37	26	36	38	41	41
1270	37	24	34	38	41	41
1271	36	24	34	37	40	41
1272	38	32	35	39	41	41
1273	36	25	34	38	40	41
1274	35	16	34	37	38	40
1275	37	27	35	37	40	41
1276	34	25	33	34	37	41
1277	38	33	36	39	41	41
1278	38	32	37	40	41	41
1279	37	17	35	37	40	41
1280	27	2	20	33	37	40
1281	37	12	35	38	40	41
1282	37	31	35	37	41	41
1283	34	7	33	36	39	41
1284	33	16	31	34	36	40
1285	36	24	34	37	39	41
1286	33	15	31	34	37	41
1287	37	30	35	37	40	41
1288	36	2	35	39	41	41
1289	38	32	36	39	40	41
1290	36	18	34	38	39	41
1291	35	7	34	37	40	41
1292	37	27	35	39	41	41
1293	36	17	35	38	39	40
1294	35	24	34	36	38	41
1295	38	32	35	39	41	41
1296	37	29	35	38	40	41
1297	35	24	34	37	39	40
1298	35	17	34	35	40	41
1299	35	2	33	37	40	41
1300	31	2	31	34	38	40
1301	36	20	35	35	40	41
1302	37	31	36	38	40	41
1303	37	30	35	38	40	41
1304	37	27	35	39	41	41
1305	30	6	27	33	35	40
1306	36	24	35	38	40	41
1307	34	17	32	35	38	40
1308	34	20	33	35	38	41
1309	33	19	31	34	37	40
1310	36	27	34	37	39	40
1311	36	25	34	38	40	41
1312	39	34	37	40	41	41
1313	34	22	32	35	38	41
1314	35	18	35	36	38	41
1315	38	31	37	40	41	41
1316	35	23	34	35	37	41
1317	37	30	35	39	41	41
1318	38	34	36	39	41	41
1319	36	18	34	38	40	41
1320	36	20	34	38	40	41
1321	30	2	29	33	35	40
1322	38	33	35	39	41	41
1323	34	7	33	36	39	41
1324	28	6	24	31	33	40
1325	29	2	25	34	38	41
1326	35	23	34	35	38	41
1327	27	2	20	34	39	41
1328	38	30	35	39	40	41
1329	38	31	37	39	41	41
1330	37	29	35	39	41	41
1331	35	18	33	35	39	41
1332	37	28	35	38	40	41
1333	36	24	35	37	40	41
1334	36	25	34	37	40	41
1335	38	33	36	39	40	41
1336	38	34	37	40	41	41
1337	38	33	37	39	40	41
1338	34	12	33	36	38	41
1339	37	32	35	37	40	41
1340	34	6	31	36	39	41
1341	35	24	33	36	38	40
1342	34	21	31	34	38	41
1343	33	10	31	34	37	41
1344	38	31	37	40	41	41
1345	37	30	35	38	40	41
1346	30	7	28	32	35	39
1347	38	31	36	39	40	41
1348	21	2	2	30	35	40
1349	38	2	37	40	41	41
1350	35	16	33	37	39	41
1351	38	2	39	41	41	41
1352	35	12	33	36	40	40
1353	36	26	34	35	39	41
1354	36	26	34	37	39	41
1355	37	20	35	39	41	41
1356	34	10	31	35	38	41
1357	39	33	38	40	41	41
1358	36	29	34	37	40	41
1359	38	32	36	39	41	41
1360	38	28	35	40	41	41
1361	38	8	35	40	41	41
1362	38	26	37	39	41	41
1363	33	7	31	34	39	41
1364	37	29	35	37	41	41
1365	31	5	29	34	36	41
1366	38	31	35	39	41	41
1367	34	12	33	35	38	41
1368	36	24	35	37	40	41
1369	38	31	35	39	41	41
1370	37	33	35	37	40	41
1371	37	28	35	38	39	41
1372	36	19	34	37	39	41
1373	34	25	32	35	38	41
1374	28	5	26	31	34	39
1375	30	2	28	33	37	40
1376	29	2	26	33	37	40
1377	36	25	35	35	40	41
1378	38	2	37	39	41	41
1379	28	2	25	33	38	41
1380	36	20	34	37	39	41
1381	36	29	34	37	40	41
1382	39	32	39	41	41	41
1383	36	23	35	36	39	41
1384	39	32	38	40	41	41
1385	30	7	26	33	37	40
1386	38	34	37	39	41	41
1387	36	24	34	37	39	41
1388	36	15	35	37	40	41
1389	31	2	33	39	40	41
1390	36	5	34	36	39	41
1391	35	27	33	35	38	40
1392	37	23	35	37	40	41
1393	36	27	34	35	41	41
1394	37	31	35	39	40	41
1395	38	31	36	39	40	41
1396	35	22	34	35	39	41
1397	36	27	35	37	39	41
1398	37	29	35	37	41	41
1399	27	2	25	30	34	37
1400	24	2	18	27	32	39
1401	38	29	35	39	41	41
1402	38	27	37	39	41	41
1403	36	17	34	37	40	41
1404	32	7	29	34	37	41
1405	37	25	35	39	40	41
1406	27	2	24	28	33	40
1407	35	25	34	35	38	40
1408	33	2	32	36	39	41
1409	36	17	36	38	39	41
1410	38	28	37	40	41	41
1411	38	33	37	40	41	41
1412	35	24	33	35	39	40
1413	38	34	36	40	41	41
1414	36	14	34	38	40	41
1415	38	33	35	39	41	41
1416	25	2	23	30	32	36
1417	36	2	34	37	40	41
1418	35	19	34	35	39	41
1419	26	5	20	29	34	40
