num	mean	min	q25	q50	q75	max
1420	37	23	36	39	40	41
1421	35	24	34	36	38	40
1422	37	2	35	40	41	41
1423	22	2	2	30	36	40
1424	32	2	31	34	38	40
1425	37	30	36	38	40	41
1426	36	29	35	37	39	41
1427	36	24	34	37	40	41
1428	38	30	35	39	41	41
1429	37	22	36	38	40	41
1430	29	2	27	34	40	41
1431	29	6	27	31	35	39
1432	31	7	29	32	37	40
1433	35	23	33	35	38	40
1434	36	27	35	36	39	41
1435	36	18	34	36	39	41
1436	34	17	33	35	37	41
1437	39	33	38	40	41	41
1438	39	33	37	40	41	41
1439	35	27	33	35	38	41
1440	36	14	35	37	39	41
1441	24	2	2	30	40	41
1442	27	2	2	37	40	41
1443	27	2	21	34	39	41
1444	33	7	31	34	38	40
1445	38	32	35	39	41	41
1446	37	33	35	35	40	41
1447	38	32	35	39	41	41
1448	30	2	29	33	36	40
1449	33	23	33	34	35	41
1450	38	33	36	38	41	41
1451	37	23	35	39	40	41
1452	37	2	35	38	41	41
1453	38	32	36	40	41	41
1454	28	2	24	30	36	40
1455	33	2	32	35	38	40
1456	31	8	28	34	37	40
1457	28	2	25	32	35	40
1458	36	25	34	38	40	41
1459	35	18	33	36	40	41
1460	32	16	30	33	36	40
1461	37	26	35	37	41	41
1462	30	7	27	31	35	40
1463	33	7	31	34	38	40
1464	38	31	36	38	40	41
1465	37	30	37	39	40	41
1466	35	24	34	36	39	40
1467	36	20	35	35	41	41
1468	33	21	31	34	38	40
1469	38	34	36	39	41	41
1470	28	6	25	31	34	40
1471	39	34	37	40	41	41
1472	37	19	35	38	40	41
1473	35	18	33	36	39	41
1474	38	31	37	40	41	41
1475	36	23	34	37	40	41
1476	37	30	35	38	41	41
1477	35	2	34	37	39	41
1478	36	18	35	38	40	41
1479	38	22	36	40	41	41
1480	37	19	35	38	40	41
1481	35	20	33	35	39	41
1482	33	7	31	34	38	40
1483	33	14	31	34	36	40
1484	27	2	26	34	37	40
1485	37	2	35	37	41	41
1486	35	11	32	36	38	40
1487	36	29	35	37	39	41
1488	33	7	30	35	38	41
1489	38	33	36	40	41	41
1490	32	17	31	34	34	37
1491	37	2	35	38	41	41
1492	39	33	39	41	41	41
1493	34	2	33	35	40	41
1494	36	21	34	38	40	41
1495	37	32	36	38	40	41
1496	33	7	31	34	37	40
1497	37	25	35	39	41	41
1498	37	25	35	37	40	41
1499	31	2	28	34	38	41
1500	37	28	36	39	40	41
1501	36	20	33	38	40	41
1502	34	2	34	35	37	41
1503	36	28	35	35	40	41
1504	31	5	29	33	37	40
1505	37	25	35	38	40	41
1506	36	10	35	37	40	41
1507	36	27	35	35	39	41
1508	27	2	24	30	33	40
1509	35	32	34	35	35	41
1510	33	5	29	37	40	41
1511	35	2	34	36	38	40
1512	32	8	30	35	38	40
1513	38	33	37	40	41	41
1514	25	2	23	29	32	40
1515	29	2	26	31	35	39
1516	32	2	30	34	38	40
1517	31	7	29	33	37	40
1518	32	7	30	34	37	40
1519	39	32	38	40	41	41
1520	38	25	36	39	41	41
1521	36	23	34	38	40	41
1522	34	15	33	35	38	41
1523	38	30	36	39	41	41
1524	34	6	32	38	40	41
1525	36	26	34	37	40	41
1526	24	2	12	30	34	40
1527	22	2	2	27	34	40
1528	37	28	35	39	41	41
1529	33	18	31	35	38	41
1530	38	27	37	39	40	41
1531	37	30	35	38	40	41
1532	35	31	35	35	35	41
1533	38	24	36	39	41	41
1534	38	30	37	39	40	41
1535	34	25	33	35	37	41
1536	33	8	31	35	37	40
1537	39	30	37	41	41	41
1538	29	2	27	33	37	41
1539	37	30	35	39	40	41
1540	32	2	29	35	39	41
1541	35	2	34	38	40	41
1542	39	32	37	41	41	41
1543	36	8	34	39	40	41
1544	35	23	34	36	39	41
1545	36	8	35	38	40	41
1546	36	27	34	37	39	41
1547	34	14	32	36	38	40
1548	26	2	23	30	33	37
1549	25	2	10	31	36	40
1550	32	16	30	34	37	40
1551	37	33	35	37	41	41
1552	33	7	32	35	38	40
1553	34	7	32	35	38	41
1554	33	2	33	36	39	41
1555	38	31	35	39	41	41
1556	37	26	35	37	40	41
1557	31	7	30	34	36	40
1558	37	29	35	39	40	41
1559	35	8	33	37	39	41
1560	36	27	35	37	40	41
1561	37	31	35	38	40	41
1562	30	2	28	33	38	40
1563	37	2	36	39	41	41
1564	29	7	28	31	35	39
1565	38	27	37	39	41	41
1566	32	2	31	33	37	40
1567	34	15	33	36	39	41
1568	36	7	34	37	40	41
1569	36	29	35	37	39	41
1570	33	8	31	34	38	40
1571	38	34	37	39	41	41
1572	36	29	35	35	39	41
1573	38	28	37	39	41	41
1574	33	2	31	34	38	41
1575	35	7	33	37	40	41
1576	34	20	31	34	37	40
1577	38	27	36	39	40	41
1578	34	2	33	35	38	41
1579	37	30	35	39	41	41
1580	38	33	36	40	41	41
1581	31	7	30	34	36	40
1582	38	29	35	39	41	41
1583	37	18	35	39	41	41
1584	31	7	28	32	37	40
1585	37	31	36	38	40	41
1586	28	2	26	31	35	40
1587	37	29	35	39	41	41
1588	33	6	31	35	38	40
1589	36	27	34	37	40	41
1590	36	29	34	37	40	41
1591	32	7	30	34	38	40
1592	21	2	2	29	33	36
1593	30	2	28	31	34	39
1594	37	18	36	39	40	41
1595	37	2	35	39	41	41
1596	36	24	34	35	39	41
1597	37	26	35	37	40	41
1598	34	2	33	35	39	41
1599	36	15	34	35	41	41
1600	36	2	34	35	39	41
1601	28	2	25	31	34	39
1602	36	8	34	37	40	41
1603	21	2	2	27	32	40
1604	35	25	33	36	38	40
1605	38	30	35	39	41	41
1606	33	8	31	35	38	41
1607	34	18	31	34	38	40
1608	37	29	35	37	40	41
1609	31	12	27	31	37	40
1610	38	34	36	40	41	41
1611	37	26	35	38	40	41
1612	36	19	34	38	40	41
1613	38	26	36	39	41	41
1614	33	5	34	35	35	39
1615	38	33	36	40	41	41
1616	36	18	34	37	40	41
1617	31	2	31	35	40	41
1618	37	25	34	39	41	41
1619	38	29	35	39	41	41
1620	33	15	31	34	37	40
1621	37	31	35	39	40	41
1622	37	27	37	39	40	41
1623	38	29	35	39	41	41
1624	35	6	34	37	40	41
1625	34	7	31	37	41	41
1626	30	2	28	32	35	39
1627	35	27	35	35	35	41
1628	35	20	34	37	40	41
1629	36	10	35	35	40	41
1630	37	27	35	39	41	41
1631	38	30	36	39	41	41
1632	37	2	36	40	41	41
1633	30	15	29	32	33	40
1634	38	32	36	39	41	41
1635	36	7	35	37	40	41
1636	33	2	31	35	38	41
1637	32	2	30	33	38	40
1638	26	2	26	29	33	40
1639	26	2	22	32	37	40
1640	39	34	37	40	41	41
1641	37	26	35	37	40	41
1642	25	2	20	30	36	40
1643	29	7	26	31	34	40
1644	36	18	35	37	40	41
1645	36	15	34	37	41	41
1646	38	31	36	39	41	41
1647	37	31	35	37	41	41
1648	38	31	35	39	41	41
1649	27	7	24	29	33	38
1650	32	7	30	33	37	40
1651	23	2	15	27	32	39
1652	38	31	35	39	41	41
1653	28	2	26	33	36	40
1654	33	9	31	35	38	40
1655	35	24	33	35	38	40
1656	37	31	35	37	41	41
1657	36	20	35	36	39	41
1658	37	25	35	37	40	41
1659	27	2	24	31	35	40
1660	36	27	34	35	39	41
1661	39	34	37	41	41	41
1662	37	32	35	38	41	41
1663	37	29	35	36	41	41
1664	37	2	35	39	41	41
1665	31	2	31	34	35	40
1666	29	2	28	33	36	40
1667	36	18	35	37	40	41
1668	38	34	36	39	41	41
1669	36	15	35	37	40	41
1670	38	33	35	39	41	41
1671	38	29	37	39	40	41
1672	36	27	35	35	39	41
1673	37	31	35	38	40	41
1674	38	32	36	39	41	41
1675	28	2	23	30	35	39
1676	38	29	37	39	41	41
1677	35	20	34	36	39	41
1678	32	2	30	36	40	41
1679	36	26	34	35	39	41
1680	36	25	35	37	40	41
1681	36	23	34	37	40	41
1682	37	28	35	37	40	41
1683	38	32	36	39	40	41
1684	38	28	35	39	41	41
1685	34	8	32	36	38	40
1686	37	31	35	38	41	41
1687	34	2	33	35	39	41
1688	35	10	33	36	39	40
1689	35	24	34	35	39	40
1690	31	7	29	33	35	40
1691	35	24	33	35	38	41
1692	36	24	34	37	39	41
1693	39	34	38	40	41	41
1694	37	32	35	37	41	41
1695	37	2	35	38	40	41
1696	35	15	33	35	39	41
1697	37	29	35	37	41	41
1698	38	33	36	39	41	41
1699	38	34	36	39	41	41
1700	34	17	31	34	39	41
1701	39	32	39	40	41	41
1702	26	2	24	30	33	39
1703	35	14	34	36	39	41
1704	37	29	35	39	40	41
1705	38	26	35	39	41	41
1706	36	30	35	37	39	41
1707	29	5	27	31	34	39
1708	36	27	34	36	39	41
1709	36	17	34	37	40	41
1710	35	24	34	36	38	40
1711	32	2	31	37	40	41
1712	39	31	37	41	41	41
1713	32	7	30	34	37	40
1714	38	34	37	40	41	41
1715	36	2	34	37	40	41
1716	38	30	36	39	41	41
1717	36	20	34	36	40	41
1718	34	2	33	39	41	41
1719	38	32	37	39	40	41
1720	33	16	31	34	38	41
1721	32	16	30	33	35	40
1722	38	31	35	39	41	41
1723	35	23	34	35	38	41
1724	29	7	26	31	34	40
1725	35	24	34	36	39	41
1726	37	29	35	38	40	41
1727	32	15	30	33	35	39
1728	36	7	34	37	39	41
1729	28	7	21	31	35	40
1730	37	33	35	37	41	41
1731	36	15	34	37	41	41
1732	36	23	35	37	40	41
1733	35	26	34	36	39	41
1734	29	2	28	32	35	40
1735	36	26	35	38	40	41
1736	37	29	36	39	40	41
1737	38	31	36	39	41	41
1738	34	15	33	36	38	41
1739	38	18	37	40	41	41
1740	33	2	32	37	40	41
1741	27	2	26	32	37	40
1742	35	19	35	35	39	41
1743	38	30	36	39	41	41
1744	38	25	36	40	41	41
1745	37	29	35	37	40	41
1746	37	26	35	37	41	41
1747	37	31	35	37	41	41
1748	38	2	37	40	41	41
1749	37	29	36	38	40	41
1750	37	2	35	39	41	41
1751	35	27	34	35	37	41
1752	38	33	36	40	41	41
1753	36	23	34	37	39	41
1754	34	10	32	35	38	41
1755	37	30	35	37	40	41
1756	38	29	37	39	40	41
1757	35	20	34	35	39	40
1758	37	27	35	39	41	41
1759	38	29	37	39	41	41
1760	30	2	27	34	38	41
1761	34	12	31	36	38	40
1762	36	7	35	35	39	41
1763	25	2	2	35	40	41
1764	37	25	35	37	40	41
1765	35	21	32	37	39	41
1766	38	34	36	40	41	41
1767	35	22	34	37	39	41
1768	33	18	32	34	38	41
1769	38	34	37	40	41	41
1770	36	26	34	37	40	41
1771	38	32	37	39	40	41
1772	36	25	35	37	39	41
1773	36	24	35	37	40	41
1774	36	30	35	35	39	41
1775	37	31	35	37	41	41
1776	38	32	37	40	40	41
1777	37	31	36	38	40	41
1778	37	33	35	39	41	41
1779	38	2	35	40	41	41
1780	31	2	29	33	37	41
1781	38	33	36	39	41	41
1782	38	31	37	40	41	41
1783	29	2	29	34	37	41
1784	36	31	35	35	39	41
1785	30	2	23	39	41	41
1786	36	23	34	37	40	41
1787	38	28	35	39	41	41
1788	34	15	34	35	37	41
1789	37	27	34	37	40	41
1790	32	5	30	35	40	41
1791	35	24	33	37	38	41
1792	37	24	35	38	40	41
1793	36	26	35	38	40	41
1794	36	26	34	37	40	41
1795	37	29	35	37	40	41
1796	31	5	29	33	37	40
1797	36	30	35	37	39	41
1798	38	33	36	39	40	41
1799	37	23	36	39	40	41
1800	37	31	35	37	40	41
1801	38	34	37	39	41	41
1802	38	34	37	39	41	41
1803	35	26	33	35	38	41
1804	35	18	32	37	39	41
1805	37	30	35	38	40	41
1806	37	28	36	38	41	41
1807	38	27	35	39	41	41
1808	36	29	35	35	40	41
1809	31	2	29	33	36	40
1810	33	18	31	34	37	40
1811	29	2	29	35	38	41
1812	38	33	36	39	41	41
1813	33	13	30	35	37	40
1814	36	29	34	37	39	40
1815	38	29	37	40	41	41
1816	33	13	31	34	37	40
1817	38	2	36	40	41	41
1818	38	33	37	39	41	41
1819	37	32	35	37	40	41
1820	38	31	35	40	41	41
1821	35	17	34	35	38	41
1822	31	2	30	34	38	40
1823	38	30	37	40	40	40
1824	36	25	34	38	40	41
1825	36	29	35	35	40	41
1826	34	2	34	37	40	41
1827	37	25	35	39	40	41
1828	38	32	35	39	41	41
1829	37	18	35	37	41	41
1830	37	30	35	38	40	41
1831	30	2	29	34	39	41
1832	31	10	27	33	36	40
1833	32	2	31	34	38	41
1834	28	7	24	31	34	40
1835	33	2	31	35	37	40
1836	31	5	29	33	36	40
1837	37	26	35	37	41	41
1838	30	2	29	35	37	40
1839	34	7	33	35	39	41
1840	39	31	38	40	41	41
1841	35	2	34	37	40	41
1842	39	31	39	40	41	41
1843	30	2	29	33	35	40
1844	36	2	35	39	41	41
1845	34	26	32	35	38	41
1846	30	2	28	32	35	40
1847	37	30	35	38	40	41
1848	28	2	25	30	34	38
1849	37	28	35	37	40	41
1850	37	27	35	38	40	41
1851	37	19	35	39	41	41
1852	38	32	35	39	41	41
1853	39	33	37	41	41	41
1854	37	2	36	39	40	41
1855	36	29	35	37	39	41
1856	35	20	34	36	38	40
1857	33	23	31	34	36	40
1858	30	12	27	32	36	39
1859	38	31	36	39	41	41
1860	38	31	37	40	41	41
1861	32	11	31	34	35	41
1862	38	29	35	39	41	41
1863	37	28	35	38	40	41
1864	37	24	35	37	41	41
1865	38	26	35	39	41	41
1866	37	7	35	38	40	41
1867	36	19	34	37	40	41
1868	35	8	34	35	38	41
1869	36	15	34	37	40	41
1870	38	33	35	39	41	41
1871	35	25	33	36	38	40
1872	37	29	35	39	41	41
1873	39	34	38	40	41	41
1874	38	31	37	39	41	41
1875	37	34	35	38	40	41
1876	34	18	32	34	38	40
1877	35	25	34	36	39	41
1878	37	33	35	37	41	41
1879	31	6	30	32	35	40
1880	37	22	35	39	40	41
1881	35	18	34	36	38	40
1882	36	27	34	37	39	41
1883	36	24	34	38	40	41
1884	37	30	35	39	41	41
1885	37	8	37	39	40	41
1886	36	27	35	35	40	41
1887	29	7	26	32	34	40
1888	34	8	32	36	39	40
1889	35	18	34	36	38	40
1890	39	34	38	40	41	41
1891	39	34	38	40	41	41
1892	37	30	35	37	40	41
1893	36	2	35	38	40	41
1894	37	25	35	39	40	41
1895	31	5	27	33	37	41
1896	35	18	33	35	41	41
1897	34	25	32	35	38	40
1898	38	33	37	40	41	41
1899	37	28	35	38	40	41
1900	37	25	35	39	41	41
1901	39	33	37	40	41	41
1902	31	2	27	36	39	41
1903	37	29	35	38	40	41
1904	39	32	37	40	41	41
1905	37	30	35	38	40	41
1906	35	23	34	35	38	41
1907	37	26	36	38	40	41
1908	36	20	34	37	40	41
1909	23	2	2	30	35	40
1910	37	23	35	38	41	41
1911	38	29	37	39	41	41
1912	37	30	35	39	40	41
1913	38	25	37	40	41	41
1914	36	28	34	35	39	41
1915	38	33	36	39	41	41
1916	31	2	30	34	37	40
1917	36	26	35	37	40	41
1918	35	24	33	36	39	40
1919	34	15	33	34	37	41
1920	36	25	35	35	39	41
1921	38	33	35	39	41	41
1922	33	16	30	34	38	40
1923	36	2	34	37	40	41
1924	32	8	28	33	37	40
1925	36	2	35	38	40	41
1926	36	26	34	35	39	41
1927	37	28	36	39	40	41
1928	37	32	35	37	41	41
1929	31	7	27	33	37	40
1930	37	19	36	39	40	41
1931	38	30	36	39	40	41
1932	34	26	33	35	38	41
1933	37	22	35	39	41	41
1934	38	26	37	41	41	41
1935	35	18	34	35	39	41
1936	37	31	35	37	40	41
1937	33	18	31	34	38	41
1938	25	2	20	31	37	40
1939	38	33	37	39	41	41
1940	31	7	29	32	37	40
1941	37	25	35	39	41	41
1942	37	26	34	40	41	41
1943	37	29	35	37	41	41
1944	37	21	35	37	41	41
1945	36	2	35	38	40	41
1946	37	20	36	38	40	41
1947	36	27	35	35	39	41
1948	34	7	32	36	40	41
1949	36	29	35	37	41	41
1950	35	26	33	37	39	41
1951	33	12	31	35	38	41
1952	39	32	37	40	41	41
1953	38	32	37	40	41	41
1954	37	25	35	39	40	41
1955	38	27	35	39	41	41
1956	38	25	35	39	41	41
1957	34	10	31	34	39	40
1958	36	18	34	37	40	41
1959	37	27	35	36	41	41
1960	29	2	26	33	37	41
1961	35	17	32	36	39	41
1962	32	17	30	33	36	40
1963	36	20	35	35	40	41
1964	35	20	34	35	38	41
1965	36	20	35	37	40	41
1966	37	31	36	38	40	41
1967	38	28	35	40	41	41
1968	34	2	32	35	39	40
1969	36	7	35	38	39	41
1970	38	2	36	40	41	41
1971	36	19	35	35	39	41
1972	32	2	31	34	37	41
1973	38	31	37	38	40	41
1974	36	18	34	36	39	41
1975	38	33	35	39	41	41
1976	36	27	35	37	39	40
1977	36	12	35	36	40	41
1978	35	20	35	35	35	41
1979	38	19	37	39	41	41
1980	25	2	20	30	34	39
1981	34	2	32	36	38	41
1982	37	17	34	38	41	41
1983	38	33	37	40	41	41
1984	37	30	35	37	41	41
1985	38	34	36	39	41	41
1986	24	2	20	27	33	40
1987	35	15	33	35	39	41
1988	36	13	35	38	40	41
1989	34	7	32	35	39	41
1990	37	29	35	38	40	41
1991	37	29	36	38	40	41
1992	36	24	34	36	40	41
1993	36	29	35	35	39	41
1994	35	2	34	37	39	41
1995	38	24	37	40	41	41
1996	36	26	34	37	39	41
1997	29	2	24	32	37	41
1998	35	25	34	35	38	40
1999	33	15	31	35	38	41
2000	38	28	37	40	41	41
2001	37	25	35	39	41	41
2002	35	21	35	35	36	41
2003	36	15	34	35	40	41
2004	39	34	37	41	41	41
2005	37	30	35	39	41	41
2006	36	25	34	38	40	41
2007	37	23	35	39	41	41
2008	37	29	35	37	40	41
2009	34	17	33	35	38	41
2010	38	31	37	40	41	41
2011	35	17	33	35	39	41
2012	38	31	37	39	41	41
2013	37	23	35	37	41	41
2014	37	29	35	39	41	41
2015	34	10	33	35	39	41
2016	39	33	37	40	41	41
2017	32	10	31	34	36	41
2018	37	31	36	38	40	41
2019	27	2	25	30	34	40
2020	35	8	34	36	38	40
2021	33	5	31	34	37	41
2022	38	31	37	39	41	41
2023	39	34	37	40	41	41
2024	25	2	21	30	33	39
2025	38	2	37	40	41	41
2026	37	29	35	38	40	41
2027	37	30	36	38	39	40
2028	38	31	37	39	41	41
2029	36	25	34	37	39	41
2030	36	20	35	38	39	41
2031	36	29	34	36	38	41
2032	36	25	34	37	39	41
2033	36	22	34	37	40	41
2034	38	31	37	39	40	41
2035	31	5	27	33	38	41
2036	39	32	38	40	41	41
2037	29	2	29	34	38	41
2038	38	34	37	40	41	41
2039	38	31	37	39	41	41
